Clone,Rater,Maternal Parent,Paternal Parent,Cross,EVAL Year,EVAL Location,Rel/BRD,Mature Leaf Color,Branching,Plant Type,Climbing,Flower Habit,Savoy,Vigor,Color Uniformity,Overall App.,Comments,,Breeding
9110-083,DG/RD,8843-012,OP,8843-012xOP,2016,HCRS,"9,10",1,5,3,,4,,5,4,5,"red tip bw type, color is poor, transition ok, habit ok, use for leaf shape",,
9110-091,DG,8843-012,OP,8843-012xOP,2012,HCRS,6,1,4,3,,5,,,3,,"Partially split corolla, whorled, striped. Unique- looks very nice,(flower not plant) In tough spot. ",,
9110-111,DG,8845-002,OP,8845-002xOP,2012,HCRS,"11,10",0-1,5,3,,0,,NR,4,4,"Lime with cool BW type leaves , bad spot. X into Red Tips? CB+ BW",,
9111-004,DG/RD,8843-015,OP,8843-015xOP,2016,HCRS,"9,11,6A",1,4,"3,6",,7,,7,6,6,"covered in flowers, crown type leaf, red tips, not good, ok base color, thin crown leaf",,
9111-006,DG,8843-015,OP,8843-015xOP,2012,HCRS,12,0,4,"3,4",,4,,4,4,4,Yellow tweener with white flowers in a bad spot See it next year,,
9112-016,DG,8844-004,OP,8844-004xOP,2012,HCRS,"5,4",0-1,5,"4,8",,5,,6,7,6,Cool lime climber with flowers beginning to double X to lime climbers and doubled limes ,,
9112-017,DG,8844-004,OP,8844-004xOP,2012,HCRS,12,0-1,6,"3,4",,6,,6,7,6,"Nice lime tweener.Good habit + color, split corollas, well cut flower doesn’t open all the way. Seed? ",,
9112-022,DG/RD,8844-004,OP,8844-004xOP,2016,HCRS,11,1,4,3,,4,,7,7,7,"nice lime, good color uniformity, too dark, nice crown leaf, slight cupping",,
9112-037,DG/RD,8844-004,OP,8844-004xOP,2016,HCRS,11,1,4,"3,6",,0,,4,6,5,"cool lobed crown type, leaf good color, poor habit, red margin.  Cool plant",,
9112-048,DG,8844-004,OP,8844-004xOP,2012,HCRS,"12,1",0-1,6,"3,4",,0,,8,7,6,"Tweenies lime, a little dark, Cross into IL Embrace type ",,
9112-061,DG,8844-004,OP,8844-004xOP,2012,HCRS,"11,10",0-1,6,"3,4",,5,,6,7,6,"cool light lime with caribale leaves teeth + lobes, visible flowers, petals, Coralt! ",,
9112-066,DG,8844-004,OP,8844-004xOP,2012,HCRS,12,0-1,7,"3,4",,"3,13",,6,6,6,"SC lime with good color, Meatball leaves floppy",,
9113-011,DG/RD,8845-002,OP,8845-002xOP,2016,HCRS,9,1,4,3,,5,,6,4,4,"good tips, ok transition, poor base color, breed into tips, slightly cup leaf",,
9113-023,DG,8845-002,OP,8845-002xOP,2016,HCRS,"1,12",0-1,5,"3,4",,B4,,NR,4,4,Yellow tweener with purple stems + veins cool. See next year,,
9113-030,DG,8845-002,OP,8845-002xOP,2016,HCRS,"11,1",0-1,6,"5,6",,5,,NR,3,5,Lime with small leaves round type. Bad spot. See next year hanging basket,,
9113-043,DG,8845-002,OP,8845-002xOP,2016,HCRS,"12,8",0,4,"3,4",,6,,7,5,6,"SC yellow type, nice yellow tone, good veins,good vigor",,
9113-049,DG,8845-002,OP,8845-002xOP,2012,HCRS,"12,11",0,7,2,,7,,4,6,6,"Deeply lobed yellow, good plant, v.g. color, mod. Flat central lobe x for reds",,
9113-064,DG,8845-002,OP,8845-002xOP,2012,HCRS,12,0-1,6,"3,4,6",,7,,6,6,6,"SC type with purple petioles + margin, nice plant , some dead leaves inside. ADV HB/TR? ",,
9113-068,DG/RD,8845-002,OP,8845-002xOP,2016,HCRS,"11,8",1,6,3,,4,,6,5,5,"lime crown leaf with veins, too green, stems not too thick, cool plant",,
9113-071,DG/RD,8845-002,OP,8845-002xOP,2016,HCRS,"11,8",0,4,3,,2,,7,4,5,"lime with purple veins, big crownish leaf, some cupping, thick stems, cool plant",,
9114-002,DG,8845-007,OP,8845-007xOP,2012,HCRS,12,0-1,8,2,,4,,6,5,5,"Meatball lime with small leaves, well branched, some black spot",,
9114-025,DG,8845-007,OP,8845-007xOP,2012,HCRS,"12,8",0-1,6,"3,4",,5,,7,7,6,Nice yellow tweener with eins. Good color _ plants. Some black spot. ADV? ,,
9114-026,DG,8845-007,OP,8845-007xOP,2012,HCRS,"9,1",0-1,6,"3,4",,5,,7,7,6,Lime with bronze tip. Jim Pick lot of tip base too dark. Hang basket? Bronze tipped IL type. Lots of tips... ADV? Good plant overall ,,
9114-036,DG,8845-007,OP,8845-007xOP,2012,HCRS,"12,9",0-1,6,"3,4",,8,,6,7,6,Bronze tip lime with good base tweener. Nice plant,,
9114-066,DG,8845-007,OP,8845-007xOP,2012,HCRS,"4,1",0-1,4,"2,4",,0,,NR,5,4,Red tip lime with very thin lobes. 3-5 lobes per leaf.Unique and cool. In Bad spot,,
9114-094,DG/RD,8845-007,OP,8845-007xOP,2016,HCRS,"11,8,1",0,7,2,,0,,6,5,6,"nice lime crown, tight habit, good color, breed into lime crowns with veins",,
9114-117,DG,8845-007,OP,8845-007xOP,2012,HCRS,1,0-1,6,"3,4",,5,,7,6,7,Lime tweener with purple veins. Nice plant. Adv? Could replace MS8863-055?,,
9114-122,DG,8845-007,OP,8845-007xOP,2012,HCRS,8,0,6,"3,4",,6,,7,4,6,"SC lime typewith v.g. upperside veins, onlu so-so color cariability, slight rougher savoy, tropical look",,
9114-130,DG,8845-007,OP,8845-007xOP,2012,HCRS,3,0,6,"2,6",,6,,5,3,4,"Bright yellow heart, end with lime but has pop. X with red hrts-> orange/red hearts",,
9114-147,DG,8845-007,OP,8845-007xOP,2012,HCRS,"11,12",0,8,"2,5",,6,,6,5,6,"Yellow lobed with sign. Lobe on lobe, g. base color and plant  X with purple Lobe/lobe",,
9114-172,DG,8845-007,OP,8845-007xOP,2012,HCRS,11,0-1,4,"3,4",,0,,6,6,6,Nice lime CR type. Big leaves variable leaves lobe on lobe,,
9114-178,DG,8845-007,OP,8845-007xOP,2012,HCRS,9,0-1,5,"3,4",,6,,6,7,5,Lime red tip. Nice plant leaves. Not a true SC . Not enough tips,,
9115-003,DG,8849-006,OP,8849-006xOP,2012,HCRS,"1,4",2,6,"3,4",,7,,NR,5,4,Cool plant with 1-3 lobes. Green. Unique . Breeding only. Get a look next year. ,,
9117-016,DG,8851-003,OP,8851-003xOP,2012,HCRS,12,0,5,"3,4",,6,,6,6,5,Yellow tweener with bronze tips. Good base color. Not enough tips. Transition poor,,
9118-019,DG,8854-017,OP,8854-017xOP,2012,HCRS,"1,12.9",0,5,3,,5,,6,3,5,"pale yellow with good vigor, pastel color SH/SC/RedTip",,
9120-008,DG,8854-127,OP,8854-127xOP,2012,HCRS,,0,,,,5,,,7,,Greyish. Lime heart-different tone. In very bad spot. Look at next year-better spot,,
9120-025,DG,8854-127,OP,8854-127xOP,2012,HCRS,12,0-1,5,"3,4",,6,,6,7,6,Nice light lime tweener. ADV? Check for seed/ fertility ,,
9120-047,DG,8854-127,OP,8854-127xOP,2012,HCRS,12,0,6,3.5,,6,,6,5,6,"Well branched, small leaved SC. X with SC Reds in ADU trial. Adds branches, v. leaf shape, more compact GRAFT",,
9120-049,DG,-,-,-x-,2012,HCRS,12,0,4,"3,6",,5,,6,5,5,"SC Lime, good color, OK plant X with Reds",,
9120-051,DG,-,-,-x-,2012,HCRS,12,0-1,5,"3,4",,5,,7,8,7,"Very Uniform lime, beautiful plant color",,
9122-012,DG,8861-041,OP,8861-041xOP,2012,HCRS,1,0-1,6,"3,4",,4,,7,7,5,IL type lime. Leaf a little sloppy. Split corrola. Breeding only ,,
9122-022,DG,8861-041,OP,8861-041xOP,2012,HCRS,"12,11",0-1,7,"3,4",,6,,7,7,6,Nice SC type fat central lobes. Good plant overall ,,
9122-030,DG,8861-041,OP,8861-041xOP,2012,HCRS,3,0-1,4,3,,6,,4,5,6,"Yellow heart, small, a little pointy, NICE, GRAFT x with Red hearts… OR CUTTINGS",,
9123-037,DG,8863-037,OP,8863-037xOP,2012,HCRS,3,0-1,3,"3,4",,5,,-,NR,-,"IN BAD SPOT, yellow heart, nice leaves + color, some washing here, but poor area",,
9124-025,DG,8863-045,OP,8863-045xOP,2012,HCRS,12,0-1,7,"3,4",,B5,,5,5,5,Nice yellowish tweener. Lots of thin branches. Meatball X intodarker SC reds GRAFT,,
9124-041,DG,8863-045,OP,8863-045xOP,2012,HCRS,4,0-1,4,"3,4",,5,,4,5,5,Cool lime with leave that curl + twist,,
9124-042,DG,8863-045,OP,8863-045xOP,2012,HCRS,12,0-1,6,"3,4",,0,,5,6,6,"Nice tweener lime, light lime. Good upright habit. ADV?",,
9124-158,DG,8863-645,OP,8863-645xOP,2012,HCRS,12,0-1,6,"3,4",,0,,7,5,5,"SC lime type . Nice form color not great, Breeding only",,
9124-178,DG,8863-045,OP,8863-045xOP,2012,HCRS,"11,6",0-1,6,"3,4",,6,,5,6,6,Lime CR meatballs. Split corrolas. Ruffled petals light lime. Nice ,,
9124-253,DG,8863-005,OP,8863-005xOP,2012,HCRS,4,0-1,5,3,,5B,,4,5,5,,,
9124-259,DG,8863-045,OP,8863-045xOP,2012,HCRS,12,0-1,6,"4,6",,5,,8,6,6,"Vigorous lime, SC type tweener check for seed. ",,
9124-270,DG,8863-045,OP,8863-045xOP,2012,HCRS,"12,11",0-1,5,"4,6",,0,,8,6,6,Vigorous lime. 7 lobes X into CR's + maybe SC ,,
9124-276,DG,8863-645,OP,8863-645xOP,2012,HCRS,12,0-1,5,"3,4",,7,,4,4,4,Yellow SC type X into Red SC's. check for seed ,,
9124-283,DG,8863-045,OP,8863-045xOP,2012,HCRS,12,0-1,5,"3,4",,6,,5,6,5,"Lime SC type, EBG, Split Corrola . Nice oplant overall . Good SC leaf",,
9124-313,DG/MR,8863-045,OP,8863-045xOP,2016,HCRS,11,1,7,"2, 4",,5,,5,6,,"nice lime green, slightly crown, meatball,  plant very weak, flowers hidden, slight bleaching",,
9124-339,DG/MR,8863-045,OP,8863-045xOP,2016,HCRS,"1, 8, 11",0,4,2-3,,3,,5,6,5,"yellow, good red base for 11 and 1, slight washing, slight cuppling, reddish outline",,
9124-342,DG/MR,8863-045,OP,8863-045xOP,2016,HCRS,12.8,0,5,3,,4b,,5,6,,"nice yellow w red margin, slight bleaching, good habit. Cross into reds",,
9124-352,DG/MR,8863-045,OP,8863-045xOP,2016,HCRS,4 hastate,0-1,6,3-2,,b2,,5-6,6,6,"pointy yellow hastate, spikey appearance, variable leaf shape, nice plant, nice habit. Cross into reds",,
9125-036,DG,8863-057,Op,8863-057xOp,2012,HCRS,6a,2,5,"2,4",,6,,6,7,6,Lime with nice platnt and good flower visibility,,
9126-008,DG,8863-068,OP,8863-068xOP,2012,HCRS,9,0,4,3,,B3,,5,5,5,"Pale base colored, bronze tip. Good vigor- needs more tip color and branches. GRAFT +GRAFT mom",,
9126-015,DG,8863-068,OP,8863-068xOP,2012,HCRS,"5,6a",1,6,"3,6,8",,6,,7,5,7,Bronze tip lime climber with visible flowers. Odd mix. CUTTING/GRAFT. 9126 Family a lot of yellow/bronze tips. Good base colors. GRAFT,,
9126-059,DG/MR,8863-068,OP,8863-068xOP,2016,HCRS,"9,8",1,5,3,,b2,,4,5,5,"bright red tips on somewhat uniform lime tips exerted, need lighter base, sl bleaching, trans ok",,
9126-070,DG,8863-068,OP,8863-068xOP,2012,HCRS,6,0,3,2,,6,,,3,4,"In tough spot, washed color, reflexed corolla(curled back) Kept for flower. Give 2nd look.",,
9126-077,DG/MR,,,,2016,HCRS,4,0,6,0,,b4,,2,7,5,"dwarf uniform yellow, weak here, rounded blunted lobe tips, cute",,
9127-034,DG/RD,8863-072,OP,8863-072xOP,2016,HCRS,11,1,6,3,,6,,7,6,6,"good compact habit sc type leaf, good color, breed to crown",,
9127-037,DG/RD,8863-072,OP,8863-072xOP,2016,HCRS,11,1,4,2,,0,,5,6,6,"nice compact lime w/crown type cup leaf lobes, too fat, breen to thin lobed crown",,
9127-058,DG/RD,8863-072,OP,8863-072xOP,2016,HCRS,10-12,0,5,3,,4,,6,4,5,"good light base, some bleaching, good plant habit, big leaves, wide lobes, breed into lime crown",,
9127-098,DG,8863-072,OP,8863-072xOP,2012,HCRS,6,1,4,3,,5,,,4,,Split corolla _ partially doubled flowers. In tough spot,,
9127-165,DG/RD,8863-072,OP,8863-072xOP,2016,HCRS,11,1,5,3,,0,,6,7,6,"good color, good habit, nice base color, breed to lime crown, central lobe too fat",,
9128-003,DG,8864-001,OP,8864-001xOP,2012,HCRS,11,0-1,7,3,,4,,5,5,5,"Lime with CR type leaf color , good ? Base X into CR",,
9128-016,DG,8864-001,OP,8864-001xOP,2012,HCRS,11,0-1,6,"3,4",,4,,6,4,5,"Lime CR meatball color not great. Good CR leaf, flat base, holds leaves up ",,
9128-022,DG/RD,8864-001,OP,8864-001xOP,2016,HCRS,11,1,5,2,,5,,6,6,6,"good lime crown leaf with slight red tips, good plant habit, needs lighter base",,
9128-025,DG/RD,8864-001,OP,8864-001xOP,2016,HCRS,4,1,4,2,,5,,4,6,5,"cool ruffled leaf with red margin, cupped, ok color base",,
9128-029,DG/RD,8864-001,OP,8864-001xOP,2016,HCRS,"11,1",0,5,1,,5,,6,6,7,"nice small crown type leaf, ok color, ok habit, breed to lime crowns and red illusion",,
9128-074,DG,8864-001,OP,8864-001xOP,2012,HCRS,"5,4",0-1,7,"6,8",,4,,7,5,5,Jim Pick lime almost climber with variable leaves. Unique. Collect seed. Graft with ? ,,
9128-076,DG,8864-001,OP,8864-001xOP,2012,HCRS,11,0-1,7,"3,4,6",,4,,6,5,5,Lime CR flat leaf base color okay too dark X into CR ,,
9128-121,DG,8864-001,OP,8864-001xOP,2011,,11,0-1,,"3,4",,6,,6,6,5,"Lime CR. Good plant habit, flat leaf base . Dark lime ",,
9128-122,DG,8864-001,OP,8864-001xOP,2011,,11,0-1,5,"3,4",,6,,6,6,5,"Lime CR type. Good plant habit at leaf base , a little dark",,
9128-139,DG/RD,8864-001,OP,8864-001xOP,2016,HCRS,11,1,5,3,,3b,,7,4,6,"nice lime crown, color not great, fat central lobe",,
9128-155,DG,8864-001,OP,8864-001xOP,2011,,1,0-1,7,"2,4",,6,,6,7,6,"Lime IL type with small leaves , meatball . Good plant habit. Color is too dark? ",,
9128-197,DG,8864-001,OP,8864-001xOP,2012,HCRS,11,0-1,4,NR,,6,,NR,4,NR,Yellow lime CR type. Bad spots collect seed? Check next year,,
9128-198,DG,8864-001,OP,8864-001xOP,2012,HCRS,11,0-1,3,NR,,6,,NR,4,NR,yellow lime CR type. Bad spot.rounded tyips. Seed? Check next year ,,
9128-211,DG,8864-001,OP,8864-001xOP,2012,HCRS,11,0-1,6,"3,4",,4,,6,6,6,Lime CR type. A little too lime. Overall nice ,,
9128-228,DG,8864-001,OP,8864-001xOP,2012,HCRS,"11,12",0-1,7,"2,4",,7,,6,5,6,"Crownish mounding lime, Excellent Plant, more flowers",,
9128-256,DG/RD,8864-001,OP,8864-001xOP,2016,HCRS,"11,1",1,4,2,,3b,,4,5,5,"ok crown type lime, some bleaching, breed to red illusion, lime crown",,
9128-264,DG,8864-001,OP,8864-001xOP,2011,,11,0-1,6,"3,4,6",,6,,7,6,6,"Lime CR typr with thin lobes. Breeding only, too vigorous ",,
9128-264,DG,8864-001,OP,8864-001xOP,2011,HCRS,1,0-1,7,"3,4",,6,,7,6,6,"Lime IL type . Nice plant, Not cut enough for type IL ",,
9128-292,DG,8864-001,OP,8864-001xOP,2012,HCRS,11,0-1,6,"3,4",,6,,6,5,5,"Lime park CR type. Goo plant habit, some black spot. Breeding only",,
9128-331,DG/RD,8864-001,OP,8864-001xOP,2016,HCRS,"11,1",1,7,2,,3B,,6,5,6,"nice meatball lime, good crown leaf, color ok, breed to lighter crown",,
9128-403,DG,8864-001,OP,8864-001xOP,2012,HCRS,"12,11",0,7,3,,b5,,5,6,6,"Uniform lime with crownish lobing, g. plant",,
9128-416,DG,8864-001,OP,8864-001xOP,2012,HCRS,11,0-1,6,"2,4",,4,,6,6,6,Lime CR type meatball. Great plant . Rounded tups. Parker lime flatish leaf base ,,
9128-422,DG,8864-001,OP,8864-001xOP,2012,HCRS,11,0-1,7,"2,4",,5,,5,7,5,"Lime CR type , reflexed petal edge rolls bades meatball",,
9128-434,DG,8864-001,OP,8864-001xOP,2012,HCRS,11,0-1,5,"3,4",,7,,6,4,4,"Lime/ Yellow CR, some black spot Good leaf shape. Breeding only",,
9128-443,DG,8864-001,OP,8864-001xOP,2012,HCRS,1,0-1,7,"3,4",,6,,6,5,5,"Lime with thin lobes, wavy edges. Meatball, breed for I2 ",,
9129-006,DG,8864-033,OP,8864-033xOP,2016,HCRS,11,p1,7,3,,0,,6,4,5,"crown type EBG, Cross to darker crowns to bring branches, slightly ... but tight",,
9129-012,DG,8864-033,OP,8864-033xOP,2016,HCRS,11,P2,4,3,,0,,5,5,5,"dark purple crown, a little asym, ebg and oln.  Cross to other crowns with better habit. Use for color",,
9130-002,DG,8864-037,OP,8864-037xOP,2016,HCRS,10,p2,6,3,,3b,,5,5,5,"purple with lobes and teeth, good habit, cross with more teeth for purple bw.  EBG, ruffled leaf",,
9130-005,DG,8864-037,OP,8864-037xOP,2016,HCRS,11,P3,4,3,,0,,4,6,4,"dark purple crown type, flat base on some lvs, cross to greenish crowns with more vigor",,
9131-023,DG,8866-001,OP,8866-001xOP,2012,HCRS,11,0-1,6,"3,4",,6,,6,4,4,Lime CR. Breeding only . Color not great . Nice leaf ,,
9132-004,DG,8870-014,OP,8870-014xOP,2016,HCRS,"3,10",p3,5,3,,4,,5,7,5,,,
9132-022,DG,8870-014,OP,8870-014xOP,2016,HCRS,"3,10",p3,5,3,,4,,5,7,6,,,
9132-026,DG,8870-014,OP,8870-014xOP,2016,HCRS,12,p3,6,"3,4",,4,,6,6,5,"Dark purple tweener, rough/light savoy. 3-5 lobes on leaf. Not an Sc but nice plant.",,
9133-010,DG,8894-013,OP,8894-013xOP,2016,HCRS,4,P3,5,"3,6",,5,,6,var,4,"Margin type that develops over time then fades to muddy green, not the best margin type",,
9133-015,DG,8894-013,OP,8894-013xOP,2016,HCRS,4,p1,4,2,,7,,4,var,5,"purple CR type with slight margin, EB, flowering, nice habit",,
9134-001,DG,8894-023,OP,8894-023xOP,2012,HCRS,4,P1,4,7,,4,,7,5,5,Purple margint ype . Bronze tip margin does not completely eat pigment. Collect seed ,,
9134-003,DG,8894-023,OP,8894-023xOP,2012,HCRS,4,P1,4,7,,4,,8,5,5,"Purple margin type, holds pigment well. Cross into reds?",,
9134-007,DG,8894-023,OP,8894-023xOP,2016,HCRS,12,P2,5,3,,3B,,5,6,5,"SC purple type, central lobe too fat, has some ""space"" in ..habit, similar to jet black",,
9134-014,DG,8894-023,OP,8894-023xOP,2016,HCRS,"4, var",13,4,3,,5,,5,var,5,"Purple leaved w/ grn margin, older leaves more green, some older leaves purple, good margin type",,
9134-017,DG,8894-023,OP,8894-023xOP,2016,HCRS,4,13,4,"3, 4, 6",,5,,5,6,4,Purple tweener w/ variegated margin. Thin margin. Shows margin in older leaves.,,
9134-017,DG,8894-023,OP,8894-023xOP,2016,HCRS,4,p2,4,6,,b3,,5,6,4,Purple with variegated margin. Not the best. Breeding only,,
9135-003,DG,8895-001,OP,8895-001xOP,2012,HCRS,12,10,5,"(3,6)",,3,,5,5,5,"Orange SC type, nice light tone. Cross with SC Red, loose habit",,
9135-006,DG,8895-001,OP,8895-001xOP,2012,HCRS,4,10,3,6?,,5,,3,5,4,Red SC type with var. margin. Poor plant. Breeding only,,
9136-008,DG,8927-009,OP,8927-009xOP,2016,HCRS,11,p1,3,2-3,,B3,,4,5,4,"Purple CR type. Short internodes, tight bushy growth. Interesting. Breeding only.",,
9137-001,DG,8934-004,OP,8934-004xOP,2012,HCRS,"1,11",0-1,8,"2,4",,6,,6,6,6,"CR type. Light green meatball X to highest CR types. Lobes variable, Ginkgo base X to light SC types Ruffled flower . Cool",,
9138-015,DG,8961-001,OP,8961-001xOP,2012,HCRS,12,0,4,"3,4",,5,,-,5,-,"SC yellow, in bad area, eval in 2017",,
9141-013,DG,8986-004,OP,8986-004xOP,2012,HCRS,12,0-1,6,"3,4",,B6,,7,7,6,Nice tweener lime . Open habit bit not trailing ADV? Check for seed / fertility,,
9142-002,DG,8992-001,OP,8992-001xOP,2012,HCRS,"12,11",0-1,5,3,,5,,6,5,7,"SC yellow, vis. Uniformity + vigor for yellow color",,
9142-025,DG,8992-001,OP,8992-001xOP,2012,HCRS,12,0-1,6,"3,4",,6,,6,5,5,"SC lime type color not great. Breedingly only light Base, but not yellow ",,
9142-043,DG,8892-001,OP,8892-001xOP,2012,HCRS,11,0-1,5,"3,4",,B3,,7,5,5,yellow/ lime CR type color not great . Breeding only X to darker lime CRs,,
9144-002,DG,9033-049,OP,9033-049xOP,2012,HCRS,3,11,6,"3,4",,4,,5,7,7,Nice Red heart. Some some sacy. Good color. Good arch.ADV,,
9145-049,DG,SH LIME,OP ADV,SH LIMExOP ADV,2016,HCRS,"4,3",p1,4,"3,4",,b3,,5,4,5,Savoy heart. Cupped leaf. Nice. X to Red and Purple Savoys,,
9146-003,DG,8107-003,8105-002,8107-003x8105-002,2016,HCRS,11,p1,4,"3,4",,5,,5,5,5,Purple CR type. OLN. Lobe on Lobe. Breeding only.,,
9148-010,DG,8511-032,8647-001,8511-032x8647-001,2016,HCRS,4,p1,6,3,,b4,,7,3,4,"Strange curled over leaf, almost looks like fingers making a fist, frosting",,
9153-004,DG,8571-002,8107-003,8571-002x8107-003,2016,HCRS,11,p1,5,"3,4",,5,,5,5,5,"Upright purple crown type lobe on lobe, needs color.",,
9153-005,DG,8571-002,8107-003,8571-002x8107-003,2016,HCRS,11,p1,3,"4,6",,5,,4,2,4,Purple CR breeding only. Cool looking leaf.,,
9154-001,DG,8571-002,8664-015,8571-002x8664-015,2016,HCRS,11,p1,7,"3,4",,6,,7,4,6,"Nice CR type lobe on lobe, excellent plant habit, meatball, needs color",,
9157-001,DG,8571-040,8652-012,8571-040x8652-012,2016,HCRS,11,p1,7,"2,4",,5,,5,3,6,Purple Meatball CR w/ cood leaf shape. Color is poor x to darker SC types,,
9160-002,DG,8600-039,8107-003,8600-039x8107-003,2016,HCRS,11,p1,4,"3,4",,0,,5,4,5,"Purple CR type, lobe on lobe, nice uprght plant, needs color",,
9160-009,DG,8600-039,8107-003,8600-039x8107-003,2016,HCRS,11,p1,3,"3,4",,0,,4,5,4,"Purple CR type, lobe on lobe, variable leaves, lots of open space, stems thick",,
9166-003,DG,8652-012,8107-003,8652-012x8107-003,2016,HCRS,11,p1,5,"3,4",,0,,5,5,5,"Nie purple CR type, lobe on lobe, branches thick, meatball.",,
9170-001,DG,8864-015,8571-002,8864-015x8571-002,2016,HCRS,11,p1,6,3,,0,,5,4,6,"Purple CR type, smaller leaves, round tips to lobes, good looking plant w/ nice habit",,
9170-005,DG,8864-015,8571-002,8864-015x8571-002,2016,HCRS,4,p1,4,3,,b3,,5,4,4,"Purple toothed heart w/ curly ruffled leaves, cool looking",,
9171-001,DG,8664-015,8652-012,8664-015x8652-012,2012,HCRS,,,,,,,,,,6,Jim pick . Green CR . Nice plant lobe on lobe. Send in ADV? White rust,,
9174-003,DG,8720-027,8568-001,8720-027x8568-001,2012,HCRS,"10,11",0-1,6,"3,4",,B3,,NR,6,6,"Cool BW/CR type. Almost green, wavy toothed leaf X to lobe on lobe in GH. GRAFT",,
9174-005,DG,8720-027,8568-001,8720-027x8568-001,2012,HCRS,"1,11",0-1,8,"3,4",,0,,NR,6,6,"Jim Pick. Nice dissected. CR type. Almost IL. Meatball, too dark X lone. Yellow . CRs GRAFT? ",,
9174-007,DG,8720-027,8568-001,8720-027x8568-001,2012,HCRS,11,0-1,7,"3,4",,0,,NR,5,6,"CR type, lobe on lobe, dark lime, cool plant . Meatball!",,
9174-008,DG,8720-027,8508-001,8720-027x8508-001,2012,HCRS,11,1,5,"3,4,5",,-,,7,6,6,,,
9174-013,DG,8720-027,8568-001,8720-027x8568-001,2012,HCRS,11,0-1,6,"2,4",,0,,NR,5,5,"CR type, dark lime, ginkgo base. Bad spot meatball",,
9177-001,DG,8822-068,8105-002,8822-068x8105-002,2012,HCRS,"4,11",P2,3,"3,4",,0,,4,5,6,"Purple margin, lobe on lobe, coolplant. Leaves like canna EBG",,
9186-009,DG,8864-001,Self,8864-001xSelf,2012,HCRS,11,0-1,7,"3,4",,5,,4,7,5,"Nice meatball. CR type leaf, leaf margin wavy",,
9186-014,DG,8864-001,Self,8864-001xSelf,2012,HCRS,"12,11",0-1,6,"3,4",,,,6,6,6,"Lime CR type, good base color for Red? ",,
9186-016,DG,8864-001,Self,8864-001xSelf,2012,HCRS,"12,11",0-1,5,"3,4",,5,,7,6,6,Lime with variable leaves. Some SC some CR ,,
9188-009,DG,8923-013,8844-004,8923-013x8844-004,2012,HCRS,1,11,6,"3,4",,4,,7,5,5,"Red IL type, long central lobe, variable leaves. Breedong only ",,
9189-002,DG,8924-009,8829-067,8924-009x8829-067,2016,HCRS,11,p2,5,"3,4",,0,,5,6,5,"Purple CR type upright, variable leaves, center lobe very even in width",,
